Levitating,Dua Lipa,2021,1,0
Save Your Tears (Remix),The Weeknd & Ariana Grande,2021,2,0
Blinding Lights,The Weeknd,2021,3,0
Mood,24kGoldn (feat. iann dior),2021,4,0
Good 4 U,Olivia Rodrigo,2021,5,0
Kiss Me More,Doja Cat (feat. SZA),2021,6,0
Leave the Door Open,Bruno Mars\, Anderson .Paak & Silk Sonic,2021,7,0
Drivers License,Olivia Rodrigo,2021,8,0
Montero (Call Me by Your Name),Lil Nas X,2021,9,0
Peaches,Justin Bieber (feat. Daniel Caesar & Giveon),2021,10,0
Butter,BTS,2021,11,0
Stay,The Kid Laroi & Justin Bieber,2021,12,0
Deja Vu,Olivia Rodrigo,2021,13,0
Positions,Ariana Grande,2021,14,0
Bad Habits,Ed Sheeran,2021,15,0
Heat Waves,Glass Animals,2021,16,0
Without You,The Kid Laroi,2021,17,0
Forever After All,Luke Combs,2021,18,0
Go Crazy,Chris Brown & Young Thug,2021,19,0
Astronaut in the Ocean,Masked Wolf,2021,20,0
34+35,Ariana Grande (feat. Doja Cat & Megan Thee Stallion),2021,21,0
What You Know Bout Love,Pop Smoke,2021,22,0
My Ex's Best Friend,Machine Gun Kelly (feat. Blackbear),2021,23,0
Industry Baby,Lil Nas X & Jack Harlow,2021,24,0
Therefore I Am,Billie Eilish,2021,25,0
Up,Cardi B,2021,26,0
Fancy Like,Walker Hayes,2021,27,0
Dakiti,Bad Bunny & Jhay Cortez,2021,28,0
Best Friend,Saweetie (feat. Doja Cat),2021,29,0
Rapstar,Polo G,2021,30,0
Heartbreak Anniversary,Giveon,2021,31,0
For the Night,Pop Smoke (feat. Lil Baby & DaBaby),2021,32,0
Calling My Phone,Lil Tjay & 6lack,2021,33,0
Beautiful Mistakes,Maroon 5 (feat. Megan Thee Stallion),2021,34,0
Holy,Justin Bieber (feat. Chance the Rapper),2021,35,0
On Me,Lil Baby,2021,36,0
You Broke Me First,Tate McRae,2021,37,0
Traitor,Olivia Rodrigo,2021,38,0
Back in Blood,Pooh Shiesty (feat. Lil Durk),2021,39,0
I Hope,Gabby Barrett (feat. Charlie Puth),2021,40,0
Dynamite,BTS,2021,41,0
Wockesha,Moneybagg Yo,2021,42,0
You Right,Doja Cat & The Weeknd,2021,43,0
Beat Box 2,SpotemGottem (feat. Pooh Shiesty),2021,44,0
Beat Box 3,SpotemGottem (feat. DaBaby),2021,44,0
Laugh Now Cry Later,Drake (feat. Lil Durk),2021,45,0
Need to Know,Doja Cat,2021,46,0
Wants and Needs,Drake (feat. Lil Baby),2021,47,0
Way 2 Sexy,Drake (feat. Future & Young Thug),2021,48,0
Telepatía,Kali Uchis,2021,49,0
Whoopty,CJ,2021,50,0
Lemonade,Internet Money\, Gunna & Don Toliver(feat. Nav),2021,51,0
Good Days,SZA,2021,52,0
Starting Over,Chris Stapleton,2021,53,0
Body,Megan Thee Stallion,2021,54,0
Willow,Taylor Swift,2021,55,0
Bang!,AJR,2021,56,0
Better Together,Luke Combs,2021,57,0
You're Mines Still,Yung Bleu (feat. Drake),2021,58,0
Every Chance I Get,DJ Khaled (feat. Lil Baby & Lil Durk),2021,59,0
Essence,Wizkid (feat. Justin Bieber & Tems),2021,60,0
Chasing After You,Ryan Hurd & Maren Morris,2021,61,0
The Good Ones,Gabby Barrett,2021,62,0
Leave Before You Love Me,Marshmello & Jonas Brothers,2021,63,0
Glad You Exist,Dan + Shay,2021,64,0
Lonely,Justin Bieber & Benny Blanco,2021,65,0
Beggin',Måneskin,2021,66,0
Streets,Doja Cat,2021,67,0
What's Next,Drake,2021,68,0
Famous Friends,Chris Young & Kane Brown,2021,69,0
Lil Bit,Nelly & Florida Georgia Line,2021,70,0
Thot Shit,Megan Thee Stallion,2021,71,0
Late at Night,Roddy Ricch,2021,72,0
Kings & Queens,Ava Max,2021,73,0
Anyone,Justin Bieber,2021,74,0
Track Star,Mooski,2021,75,0
Time Today,Moneybagg Yo,2021,76,0
Cry Baby,Megan Thee Stallion (feat. DaBaby),2021,77,0
All I Want for Christmas Is You,Mariah Carey,2021,78,0
No More Parties,Coi Leray (feat. Lil Durk),2021,79,0
What's Your Country Song,Thomas Rhett,2021,80,0
One Too Many,Keith Urban & Pink,2021,81,0
Arcade,Duncan Laurence,2021,82,0
Yonaguni,Bad Bunny,2021,83,0
Good Time,Niko Moon,2021,84,0
If I Didn't Love You,Jason Aldean & Carrie Underwood,2021,85,0
Knife Talk,Drake (feat. 21 Savage & Project Pat),2021,86,0
POV,Ariana Grande,2021,87,0
Just the Way,Parmalee & Blanco Brown,2021,88,0
Take My Breath,The Weeknd,2021,89,0
We're Good,Dua Lipa,2021,90,0
Hell of a View,Eric Church,2021,91,0
Rockin' Around the Christmas Tree,Brenda Lee,2021,92,0
Put Your Records On,Ritt Momney,2021,93,0
Happier Than Ever,Billie Eilish,2021,94,0
Single Saturday Night,Cole Swindell,2021,95,0
Things a Man Oughta Know,Lainey Wilson,2021,96,0
Throat Baby (Go Baby),BRS Kash,2021,97,0
Tombstone,Rod Wave,2021,98,0
Drinkin' Beer. Talkin' God. Amen.,Chase Rice (feat. Florida Georgia Line),2021,99,0
Todo de Ti,Rauw Alejandro,2021,100,0